cycle,branch,expression,forecastdate,chamber_Dparty,chamber_Rparty,mean_seats_Dparty,mean_seats_Rparty,median_seats_Dparty,median_seats_Rparty,p90_seats_Dparty,p90_seats_Rparty,p10_seats_Dparty,p10_seats_Rparty,total_national_turnout,p90_total_national_turnout,p10_total_national_turnout,popvote_margin,p90_popvote_margin,p10_popvote_margin,simulations,timestamp
2020,Senate,_classic,8/16/20,.679125,.320875,51.3204,48.6796,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.079025,8.876259,-2.840878,40000,16:53:12 15 Sep 2020
2020,Senate,_classic,8/15/20,.683025,.316975,51.35555,48.64445,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.094021,8.900208,-2.741777,40000,17:10:19 15 Sep 2020
2020,Senate,_classic,8/14/20,.679075,.320925,51.33023,48.66977,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,3.053444,8.921124,-2.814863,40000,17:10:21 15 Sep 2020
2020,Senate,_classic,8/13/20,.68155,.31845,51.3643,48.6357,51,49,55,52,48,45,7.91e+07,8.66e+07,7.15e+07,3.070213,8.928658,-2.780956,40000,17:09:41 15 Sep 2020
2020,Senate,_classic,8/12/20,.68205,.31795,51.35897,48.64103,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.083923,8.957569,-2.769674,40000,17:08:35 15 Sep 2020
2020,Senate,_classic,8/11/20,.68955,.31045,51.41845,48.58155,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.195675,9.085909,-2.653725,40000,17:10:06 15 Sep 2020
2020,Senate,_classic,8/10/20,.6913,.3087,51.46292,48.53708,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.273777,9.186018,-2.640444,40000,17:27:08 15 Sep 2020
2020,Senate,_classic,8/9/20,.6989,.3011,51.50415,48.49585,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.348797,9.278078,-2.509148,40000,17:27:45 15 Sep 2020
2020,Senate,_classic,8/8/20,.688725,.311275,51.40992,48.59005,51,49,55,52,48,45,7.82e+07,8.58e+07,7.07e+07,3.311939,9.192774,-2.559076,40000,17:26:51 15 Sep 2020
2020,Senate,_classic,8/7/20,.69225,.30775,51.4049,48.59507,51,49,55,52,48,45,7.82e+07,8.58e+07,7.08e+07,3.320267,9.278442,-2.582708,40000,17:25:45 15 Sep 2020
2020,Senate,_classic,8/6/20,.687175,.312825,51.40155,48.59845,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.327435,9.211298,-2.723515,40000,17:27:19 15 Sep 2020
2020,Senate,_classic,8/5/20,.68285,.31715,51.33593,48.66407,51,49,55,52,48,45,7.82e+07,8.58e+07,7.08e+07,3.337585,9.217436,-2.593012,40000,17:44:10 15 Sep 2020
2020,Senate,_classic,8/4/20,.6837,.3163,51.34775,48.65225,51,49,55,52,48,45,7.82e+07,8.60e+07,7.08e+07,3.349609,9.184496,-2.557415,40000,17:45:04 15 Sep 2020
2020,Senate,_classic,8/3/20,.684825,.315175,51.34243,48.65757,51,49,55,52,48,45,7.82e+07,8.58e+07,7.07e+07,3.329201,9.208616,-2.639109,40000,17:44:35 15 Sep 2020
2020,Senate,_classic,8/2/20,.67455,.32545,51.25322,48.74678,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.217331,9.163916,-2.78159,40000,17:43:27 15 Sep 2020
2020,Senate,_classic,8/1/20,.6759,.3241,51.2549,48.7451,51,49,55,52,48,45,7.82e+07,8.58e+07,7.07e+07,3.166573,9.060513,-2.925514,40000,17:44:31 15 Sep 2020
